LT3127
758239,1490304,1391961,2726
 ID,Sample Time,Type,Conc.,Units,Factor,A260 (10 mm),A280 (10 mm),A3rd (10 mm),A260/A280,BlankTime,Calibration Time,Note,Diagnostic Code
2,14 Feb 2019 18:45:01,RNA,90.6,ng/µl,40.0,2.265,1.280,-0.036,1.77,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000427,0.000545,10.098386,3.293779,5.146769,4.748100,3.777321,5.756829,0.000419,0.000715,10.097916,2.669255,5.143674,4.250086,3.777281,5.746469,6.46,5.00,1.00
3,14 Feb 2019 18:46:57,RNA,-0.0,ng/µl,40.0,-0.001,0.000,0.001,1.77,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000444,0.000550,10.100142,3.603186,5.150301,5.007523,3.777591,5.790614,0.000429,0.000821,10.099602,3.585598,5.147085,4.973627,3.777413,5.760352,6.46,5.00,1.00
4,14 Feb 2019 18:48:57,RNA,52.9,ng/µl,40.0,1.322,1.382,11.695,0.96,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000434,0.000538,10.100989,3.360644,5.150834,4.823668,3.777745,5.788954,0.000431,0.001755,10.100683,1.008441,5.147633,1.452875,3.776759,1.961036,6.46,5.00,1.00
5,14 Feb 2019 18:50:13,RNA,0.0,ng/µl,40.0,0.000,0.001,0.002,0.02,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000428,0.000534,10.101027,3.604423,5.150095,5.007397,3.777772,5.791399,0.000412,0.000779,10.101182,3.586687,5.146796,4.972786,3.777566,5.761013,6.46,5.00,1.00
6,14 Feb 2019 18:51:26,RNA,105.2,ng/µl,40.0,2.630,1.856,2.073,1.42,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000409,0.000738,10.101260,3.328230,5.149672,4.780356,3.777460,5.750377,0.000442,0.000942,10.101033,2.147808,5.146171,3.357565,3.777181,4.726339,6.46,5.00,1.00
7,14 Feb 2019 18:52:43,RNA,-0.0,ng/µl,40.0,-0.001,0.001,0.002,1.42,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000398,0.000532,10.101562,3.605151,5.149108,5.006274,3.777549,5.791185,0.000423,0.000643,10.101052,3.587492,5.145661,4.971634,3.777394,5.760720,6.46,5.00,1.00
8,14 Feb 2019 18:53:23,RNA,94.0,ng/µl,40.0,2.350,1.357,0.007,1.73,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000413,0.000521,10.101381,3.355805,5.147132,4.816014,3.777700,5.789059,0.000425,0.000671,10.100628,2.687946,5.143692,4.266459,3.777428,5.755911,6.46,5.00,1.00
9,14 Feb 2019 18:54:39,RNA,-0.0,ng/µl,40.0,-0.001,0.000,0.002,1.73,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000404,0.000476,10.101268,3.605131,5.147960,5.004187,3.777588,5.789784,0.000458,0.000876,10.100696,3.587340,5.144229,4.969510,3.777302,5.759201,6.46,5.00,1.00
10,14 Feb 2019 18:55:11,RNA,93.6,ng/µl,40.0,2.339,1.340,0.011,1.75,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000397,0.000514,10.100763,3.356591,5.145562,4.814521,3.777417,5.787014,0.000456,0.000740,10.100539,2.690287,5.142282,4.269664,3.777533,5.751958,6.46,5.00,1.00
11,14 Feb 2019 18:56:30,RNA,-0.0,ng/µl,40.0,-0.001,-0.000,0.001,1.75,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000426,0.000548,10.101094,3.606622,5.146878,5.004469,3.777444,5.791230,0.000423,0.000615,10.100448,3.589026,5.143194,4.970251,3.777338,5.761182,6.46,5.00,1.00
12,14 Feb 2019 18:57:07,RNA,90.8,ng/µl,40.0,2.271,1.311,0.009,1.73,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000427,0.000504,10.100779,3.363215,5.144539,4.816678,3.777436,5.788794,0.000421,0.000655,10.100235,2.713018,5.141235,4.282860,3.777196,5.754609,6.46,5.00,1.00
13,14 Feb 2019 18:58:35,RNA,-0.0,ng/µl,40.0,-0.001,0.001,0.001,1.73,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000401,0.000519,10.100702,3.605341,5.145803,5.001644,3.776993,5.789415,0.000414,0.000841,10.100330,3.587894,5.142284,4.967552,3.776810,5.759493,6.46,5.00,1.00
14,14 Feb 2019 18:59:10,RNA,95.8,ng/µl,40.0,2.395,1.375,0.015,1.74,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000448,0.000551,10.100420,3.351519,5.143505,4.807814,3.776998,5.787570,0.000436,0.000688,10.099903,2.671425,5.140073,4.249726,3.776878,5.750262,6.46,5.00,1.00
15,14 Feb 2019 19:00:25,RNA,0.0,ng/µl,40.0,0.000,0.001,0.001,0.05,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000425,0.000505,10.100002,3.606380,5.144129,5.001197,3.777109,5.790335,0.000449,0.000816,10.099640,3.588512,5.140608,4.966787,3.776820,5.759938,6.46,5.00,1.00
16,14 Feb 2019 19:00:56,RNA,94.6,ng/µl,40.0,2.364,1.349,0.013,1.75,14 Feb 2019 18:43:19,01 Jan 2010 00:00:00,,0x00000000,0.000418,0.000524,10.099566,3.355367,5.141632,4.809502,3.776834,5.787908,0.000401,0.000643,10.099123,2.682724,5.138446,4.261424,3.776665,5.751733,6.46,5.00,1.00
,14 Feb 2019 19:06:22,Blank,,,,,,,,,01 Jan 2010 00:00:00,,0x00000000,0.000426,0.000540,11.803472,4.017287,5.141640,4.871495,3.776242,5.786965,0.000452,0.000617,11.803006,3.477858,5.139765,4.502362,3.776071,5.754472,7.50,5.00,1.00
,14 Feb 2019 19:06:57,Confirm,,,,-1.691,-0.975,0.898,,,01 Jan 2010 00:00:00,,0x0000200E,0.000409,0.000495,11.803637,4.213173,5.142627,4.996577,3.776218,5.788651,0.000444,0.002851,11.802751,3.923616,5.139307,4.649539,3.775914,5.299017,7.50,5.00,1.00
,14 Feb 2019 19:07:34,Blank,,,,,,,,,01 Jan 2010 00:00:00,,0x00000000,0.000399,0.000479,11.409597,4.077550,5.137952,4.995480,3.776160,5.788831,0.000420,0.001834,11.408792,4.033759,5.136137,4.922892,3.776103,5.714672,7.31,5.00,1.00
,14 Feb 2019 19:08:13,Confirm,,,,0.019,-0.004,-0.083,,,01 Jan 2010 00:00:00,,0x00002008,0.000455,0.000528,11.409628,4.074212,5.140610,4.995234,3.776597,5.786874,0.000423,0.000559,11.409063,4.054326,5.137300,4.961041,3.776157,5.756034,7.31,5.00,1.00
,14 Feb 2019 19:08:42,Blank,,,,,,,,,01 Jan 2010 00:00:00,,0x00000000,0.000456,0.000550,10.097543,3.607290,5.135851,4.991814,3.776060,5.788177,0.000451,0.000543,10.097039,3.589839,5.133803,4.959534,3.776030,5.757650,6.44,5.00,1.00
,14 Feb 2019 19:09:08,Confirm,,,,-0.002,0.001,-0.000,,,01 Jan 2010 00:00:00,,0x00000000,0.000422,0.000529,10.097579,3.604055,5.137436,4.990043,3.776105,5.786052,0.000438,0.000554,10.096981,3.587233,5.134647,4.956878,3.775886,5.755364,6.44,5.00,1.00
17,14 Feb 2019 19:09:53,dsDNA,109.0,ng/µl,50.0,2.180,1.141,0.192,1.91,14 Feb 2019 19:08:42,01 Jan 2010 00:00:00,,0x00000000,0.000397,0.000521,10.098081,3.206105,5.139670,4.617429,3.776217,5.577334,0.000427,0.000662,10.097675,2.564568,5.136201,4.094443,3.775874,5.450266,6.44,5.00,1.00
,17 Feb 2019 16:21:47,Blank,,,,,,,,,01 Jan 2010 00:00:00,,0x00000000,0.000438,0.000515,10.156688,3.617287,5.048402,4.906350,3.754366,5.752058,0.000439,0.000606,10.156916,3.599756,5.046704,4.874685,3.754104,5.721620,6.51,5.00,1.00
,17 Feb 2019 16:22:40,Confirm,,,,-0.001,0.001,0.000,,,01 Jan 2010 00:00:00,,0x00000000,0.000419,0.000532,10.159008,3.619105,5.051772,4.910752,3.754675,5.752779,0.000416,0.000586,10.158673,3.601677,5.048644,4.877285,3.754552,5.722537,6.51,5.00,1.00
1,17 Feb 2019 16:23:29,Protein A280,0.001,mg/ml,10.0,,0.001,-0.000,,17 Feb 2019 16:21:47,01 Jan 2010 00:00:00,,0x00000000,0.000420,0.000534,10.160275,3.620062,5.051870,4.910334,3.754894,5.752972,0.000410,0.000564,10.160004,3.602525,5.048772,4.877052,3.754831,5.722960,6.51,5.00,1.00
2,17 Feb 2019 16:24:24,Protein A280,0.001,mg/ml,10.0,,0.001,0.000,,17 Feb 2019 16:21:47,01 Jan 2010 00:00:00,,0x00000000,0.000437,0.000527,10.161413,3.620930,5.052102,4.910845,3.755120,5.753484,0.000439,0.000575,10.161307,3.603385,5.048865,4.877078,3.754975,5.722967,6.51,5.00,1.00
,17 Feb 2019 16:24:33,Blank,,,,,,,,,01 Jan 2010 00:00:00,,0x00000000,0.000447,0.000522,10.160408,3.622305,5.044984,4.902750,3.754763,5.753013,0.000442,0.000613,10.160292,3.604271,5.043798,4.871425,3.754584,5.722409,6.50,5.00,1.00
3,17 Feb 2019 16:24:43,Protein A280,-0.000,mg/ml,10.0,,-0.000,0.000,,17 Feb 2019 16:24:33,01 Jan 2010 00:00:00,,0x00000000,0.000432,0.000521,10.159586,3.622758,5.044024,4.901693,3.754677,5.752910,0.000427,0.000611,10.159546,3.604649,5.042416,4.870087,3.754522,5.722307,6.50,5.00,1.00
4,17 Feb 2019 16:25:29,Protein A280,-0.001,mg/ml,10.0,,-0.001,-0.000,,17 Feb 2019 16:24:33,01 Jan 2010 00:00:00,,0x00000000,0.000393,0.000476,10.162159,3.623205,5.050317,4.908798,3.755055,5.753784,0.000405,0.000560,10.161881,3.605886,5.047063,4.875834,3.755057,5.723513,6.50,5.00,1.00
,17 Feb 2019 16:25:42,Blank,,,,,,,,,01 Jan 2010 00:00:00,,0x00000000,0.000461,0.000555,10.161201,3.624098,5.044055,4.901644,3.754746,5.753197,0.000452,0.000627,10.160600,3.606133,5.042672,4.870180,3.754507,5.722767,6.50,5.00,1.00
5,17 Feb 2019 16:25:51,Protein A280,-0.000,mg/ml,10.0,,-0.000,0.001,,17 Feb 2019 16:25:42,01 Jan 2010 00:00:00,,0x00000000,0.000420,0.000501,10.160332,3.624371,5.042296,4.899561,3.754655,5.753262,0.000453,0.000597,10.160309,3.605899,5.040959,4.867771,3.754603,5.722510,6.50,5.00,1.00
6,17 Feb 2019 16:27:31,Protein A280,0.384,mg/ml,10.0,,0.384,0.371,,17 Feb 2019 16:25:42,01 Jan 2010 00:00:00,,0x00000000,0.000430,0.000546,10.164497,3.562437,5.053711,4.832171,3.754987,5.731165,0.000421,0.000553,10.164119,3.294518,5.050449,4.476817,3.754790,5.509340,6.50,5.00,1.00
7,17 Feb 2019 16:29:31,Protein A280,0.001,mg/ml,10.0,,0.001,0.000,,17 Feb 2019 16:25:42,01 Jan 2010 00:00:00,,0x00000000,0.000443,0.000527,10.165499,3.625088,5.055300,4.914022,3.755095,5.753439,0.000447,0.000560,10.165645,3.607386,5.052032,4.880363,3.754957,5.723113,6.50,5.00,1.00
8,17 Feb 2019 16:33:26,Protein A280,0.478,mg/ml,10.0,,0.478,0.158,,17 Feb 2019 16:25:42,01 Jan 2010 00:00:00,,0x00000000,0.000415,0.000495,10.166335,3.549020,5.054975,4.818500,3.754710,5.725284,0.000410,0.000555,10.166058,3.314990,5.051769,4.513715,3.754778,5.613266,6.50,5.00,1.00
9,17 Feb 2019 16:35:56,Protein A280,0.000,mg/ml,10.0,,0.000,0.000,,17 Feb 2019 16:25:42,01 Jan 2010 00:00:00,,0x00000000,0.000429,0.000516,10.165965,3.621117,5.053282,4.907477,3.754756,5.751161,0.000443,0.000549,10.165364,3.603603,5.049998,4.873962,3.754596,5.720732,6.50,5.00,1.00
10,17 Feb 2019 16:38:05,Protein A280,0.415,mg/ml,10.0,,0.415,0.473,,17 Feb 2019 16:25:42,01 Jan 2010 00:00:00,,0x00000000,0.000446,0.000629,10.165001,3.143015,5.051475,4.317251,3.754204,5.083797,0.000439,0.000678,10.164815,2.767847,5.048106,3.951264,3.753913,4.841447,6.50,5.00,1.00
11,17 Feb 2019 16:38:53,Protein A280,0.002,mg/ml,10.0,,0.002,0.001,,17 Feb 2019 16:25:42,01 Jan 2010 00:00:00,,0x00000000,0.000416,0.000528,10.164888,3.618020,5.049219,4.898294,3.754333,5.748569,0.000422,0.000558,10.164496,3.599209,5.045813,4.863601,3.754544,5.718223,6.50,5.00,1.00
12,17 Feb 2019 16:40:14,Protein A280,0.458,mg/ml,10.0,,0.458,0.062,,17 Feb 2019 16:25:42,01 Jan 2010 00:00:00,,0x00000000,0.000434,0.000526,10.164289,3.519672,5.048464,4.819489,3.754310,5.736715,0.000441,0.000579,10.163952,3.219632,5.044991,4.562348,3.754138,5.673732,6.50,5.00,1.00
13,17 Feb 2019 16:41:15,Protein A280,0.001,mg/ml,10.0,,0.001,0.001,,17 Feb 2019 16:25:42,01 Jan 2010 00:00:00,,0x00000000,0.000431,0.000514,10.164139,3.615541,5.047295,4.893575,3.754328,5.747198,0.000432,0.000548,10.163432,3.596676,5.043648,4.858937,3.754035,5.715938,6.50,5.00,1.00
14,17 Feb 2019 16:43:14,Protein A280,0.523,mg/ml,10.0,,0.523,0.062,,17 Feb 2019 16:25:42,01 Jan 2010 00:00:00,,0x00000000,0.000434,0.000526,10.163885,3.522612,5.046910,4.812906,3.753829,5.736942,0.000454,0.000570,10.163372,3.222759,5.043314,4.528807,3.753622,5.673919,6.50,5.00,1.00
,17 Feb 2019 20:14:36,Blank,,,,,,,,,01 Jan 2010 00:00:00,,0x00000000,0.000411,0.000503,10.194835,3.620288,5.092842,4.931438,3.764678,5.763182,0.000442,0.000606,10.194656,3.602198,5.091275,4.899721,3.764537,5.733614,6.51,5.00,1.00
,17 Feb 2019 20:15:07,Confirm,,,,-0.003,-0.002,0.002,,,01 Jan 2010 00:00:00,,0x00000000,0.000402,0.000491,10.195819,3.620971,5.094515,4.933806,3.764925,5.763706,0.000441,0.000588,10.195323,3.603193,5.091444,4.900601,3.764682,5.733057,6.51,5.00,1.00
15,17 Feb 2019 20:15:43,Protein A280,1.267,mg/ml,10.0,,1.267,0.009,,17 Feb 2019 20:14:36,01 Jan 2010 00:00:00,,0x00000000,0.000420,0.000486,10.196139,3.395505,5.093897,4.765638,3.764879,5.765114,0.000431,0.000584,10.195627,2.738212,5.090849,4.208905,3.764810,5.730904,6.51,5.00,1.00
16,17 Feb 2019 20:16:17,Protein A280,0.001,mg/ml,10.0,,0.001,0.002,,17 Feb 2019 20:14:36,01 Jan 2010 00:00:00,,0x00000000,0.000429,0.000502,10.196161,3.630864,5.092970,4.942080,3.764908,5.768167,0.000433,0.000544,10.195847,3.611845,5.089684,4.907269,3.764653,5.737234,6.51,5.00,1.00
17,17 Feb 2019 20:16:48,Protein A280,1.226,mg/ml,10.0,,1.226,0.011,,17 Feb 2019 20:14:36,01 Jan 2010 00:00:00,,0x00000000,0.000435,0.000520,10.196246,3.397949,5.091880,4.766671,3.764741,5.766808,0.000436,0.000567,10.195808,2.739637,5.088583,4.224604,3.764617,5.731436,6.51,5.00,1.00
18,17 Feb 2019 20:17:22,Protein A280,0.001,mg/ml,10.0,,0.001,0.002,,17 Feb 2019 20:14:36,01 Jan 2010 00:00:00,,0x00000000,0.000432,0.000511,10.196284,3.634071,5.091389,4.943254,3.764815,5.769862,0.000400,0.000546,10.195683,3.615162,5.088351,4.908523,3.764760,5.739254,6.51,5.00,1.00
19,17 Feb 2019 20:17:55,Protein A280,1.228,mg/ml,10.0,,1.228,0.014,,17 Feb 2019 20:14:36,01 Jan 2010 00:00:00,,0x00000000,0.000415,0.000501,10.196398,3.398341,5.090730,4.766660,3.765048,5.768151,0.000426,0.000571,10.195779,2.734502,5.087729,4.222834,3.764834,5.731018,6.51,5.00,1.00
20,17 Feb 2019 20:18:31,Protein A280,-0.001,mg/ml,10.0,,-0.001,0.003,,17 Feb 2019 20:14:36,01 Jan 2010 00:00:00,,0x00000000,0.000398,0.000519,10.196490,3.635766,5.090608,4.944351,3.764829,5.770532,0.000437,0.000571,10.195827,3.617518,5.087382,4.909914,3.764766,5.739478,6.51,5.00,1.00
21,17 Feb 2019 20:19:03,Protein A280,1.212,mg/ml,10.0,,1.212,0.009,,17 Feb 2019 20:14:36,01 Jan 2010 00:00:00,,0x00000000,0.000422,0.000490,10.196193,3.402598,5.089922,4.769120,3.764742,5.769360,0.000415,0.000559,10.195959,2.743924,5.086740,4.232759,3.764689,5.734920,6.51,5.00,1.00
22,17 Feb 2019 20:19:37,Protein A280,-0.000,mg/ml,10.0,,-0.000,0.002,,17 Feb 2019 20:14:36,01 Jan 2010 00:00:00,,0x00000000,0.000408,0.000509,10.196041,3.637820,5.089600,4.944713,3.765038,5.771080,0.000429,0.000564,10.195691,3.618880,5.086421,4.910623,3.764750,5.740252,6.51,5.00,1.00
23,17 Feb 2019 20:20:11,Protein A280,1.237,mg/ml,10.0,,1.237,0.007,,17 Feb 2019 20:14:36,01 Jan 2010 00:00:00,,0x00000000,0.000407,0.000517,10.196505,3.401017,5.089290,4.767834,3.764708,5.769081,0.000432,0.000556,10.195896,2.737402,5.085790,4.222957,3.764494,5.735721,6.51,5.00,1.00
,19 Feb 2019 19:12:24,Blank,,,,,,,,,01 Jan 2010 00:00:00,,0x00000000,0.000442,0.000533,12.621957,4.272778,5.038743,4.760952,3.752042,5.744090,0.000417,0.000533,12.622710,2.889454,5.037282,3.899201,3.751968,5.691527,8.06,5.00,1.00
,19 Feb 2019 19:12:49,Confirm,,,,-4.146,-2.050,-0.042,,,01 Jan 2010 00:00:00,,0x0000200E,0.000425,0.000496,12.623534,4.503082,5.039746,4.904500,3.752500,5.749988,0.000454,0.000531,12.623488,4.478505,5.037140,4.869280,3.752374,5.719486,8.06,5.00,1.00
,19 Feb 2019 19:13:14,Blank,,,,,,,,,01 Jan 2010 00:00:00,,0x00000000,0.000402,0.000502,10.152053,3.621358,5.035828,4.900535,3.752579,5.749795,0.000399,0.000510,10.151793,3.602958,5.034210,4.868011,3.752404,5.718255,6.50,5.00,1.00
,19 Feb 2019 19:13:39,Confirm,,,,-0.001,0.000,-0.001,,,01 Jan 2010 00:00:00,,0x00000000,0.000420,0.000520,10.152738,3.622413,5.037486,4.903627,3.752595,5.750324,0.000440,0.000544,10.152283,3.604548,5.034516,4.869924,3.752517,5.719264,6.50,5.00,1.00
1,19 Feb 2019 19:14:26,dsDNA,118.3,ng/µl,50.0,2.366,1.286,0.006,1.84,19 Feb 2019 19:13:14,01 Jan 2010 00:00:00,,0x00000000,0.000420,0.000495,10.153919,3.372478,5.039576,4.734515,3.752394,5.748676,0.000433,0.000556,10.153292,2.696751,5.036237,4.218639,3.752411,5.714519,6.50,5.00,1.00
,19 Feb 2019 19:15:24,Blank,,,,,,,,,01 Jan 2010 00:00:00,,0x00000000,0.000448,0.000535,10.153881,3.621835,5.036396,4.900687,3.752318,5.748994,0.000432,0.000543,10.153335,3.603577,5.034353,4.867998,3.752301,5.718060,6.50,5.00,1.00
